detection_idx,pulse_index,pulse_time_s,hemisphere,detection_channel,ch2_amplitude,ch2_relevant,ch4_amplitude,ch4_relevant,ch7_amplitude,ch7_relevant,ch8_amplitude,ch8_relevant,ch9_amplitude,ch9_relevant,ch11_amplitude,ch11_relevant
183,1407802,703.901,stroke,11,1.715618451889726,False,2.2083555675400426,False,4.79812816876231,False,2.722423752135991,True,3.48577033381767,True,9.010674877054132,True
184,1550655,775.3275,stroke,11,1.8637862870725472,False,1.9947556960885284,False,2.5968770214004526,False,1.8107354765246877,True,2.930737419471442,True,8.866719962315498,True
185,1690641,845.3205,stroke,11,1.7005023551592138,False,3.3762506098324354,False,5.539878596869799,False,2.5012888310846906,True,3.301209311459944,True,16.924706619292085,True
186,1704845,852.4225,stroke,11,3.3771911946057065,False,2.6113009476980045,False,4.081577166463878,False,1.9135346479160926,True,2.468394835245451,True,8.65388320935621,True
187,1711099,855.5495,stroke,11,1.3568586794616033,False,2.8487061734423333,False,5.751473153520041,False,2.584226025259459,True,2.2900352423837615,True,10.513909671157666,True
188,1721873,860.9365,stroke,11,18.50381358087317,False,20.499444278902867,False,14.865985106427337,False,16.58927176542653,True,7.27803053858535,True,28.512034763978633,True
189,1724848,862.424,stroke,11,2.237216818854471,False,3.976955820295518,False,3.6538740675071404,False,1.978130965031246,True,2.3292006221919115,True,6.376778773095884,True
190,1736152,868.076,stroke,11,19.90686440791316,False,16.635524906841805,False,16.04860728557178,False,16.123278731712652,True,9.17078303248369,True,28.92812586359247,True
191,1739036,869.518,stroke,11,20.253457591933177,False,20.504262766860876,False,14.70717865191963,False,23.311582148816036,True,7.037463621694741,True,26.710358659708326,True
192,1746943,873.4715,stroke,11,19.371269991535353,False,23.915613780016912,False,14.82770848346313,False,18.14982099680031,True,6.702403579231895,True,31.44083955826157,True
193,1751169,875.5845,stroke,11,2.780715970836999,False,3.9667547851105196,False,4.174951845658381,False,8.032687530933345,True,3.6650293085338976,True,5.8462521042790785,True
194,1755117,877.5585,stroke,11,1.5882926568599856,False,4.257039715849761,False,2.871880901080738,False,1.952397414749092,True,4.8365415950241655,True,5.7518656153558645,True
195,1766037,883.0185,stroke,11,2.2835189391024264,False,5.12326200979847,False,7.266976501475808,False,2.2584164786697594,True,4.836784511729389,True,10.595417920719106,True
196,1768854,884.427,stroke,11,3.316405753771576,False,2.5163080653268546,False,2.3316966988625225,False,6.989623911138208,True,3.8554017808038075,True,6.8444905112335235,True
197,1775137,887.5685,stroke,11,3.346671765620047,False,3.2133654502572577,False,4.409448116633264,False,3.691061139133488,True,2.3327326550736758,True,3.623095531633086,True
198,1788786,894.393,stroke,11,2.2340059862543904,False,2.6724269476438804,False,4.863816439918039,False,6.242318275659361,True,2.1532168417978648,True,12.735066458020613,True
199,1794828,897.414,stroke,11,1.5933238395257139,False,1.7690431767330919,False,5.486230228553538,False,2.1332697954650577,True,3.091672881149117,True,4.674414468147641,True
200,1803155,901.5775,stroke,11,2.6442112808893588,False,3.3763702437572407,False,2.5305477304201993,False,1.8316792799346358,True,6.067472012847751,True,7.098161862253752,True
201,1805282,902.641,stroke,11,2.39713349585068,False,5.033424404904112,False,3.8681658234607204,False,3.3191684345389425,True,3.475003548216964,True,4.716818168880243,True
202,1809701,904.8505,stroke,11,1.447348303282894,False,2.318121017068867,False,4.643693648156789,False,2.518061981030938,True,3.937371878430224,True,6.183258825322367,True
203,1813510,906.755,stroke,11,2.7766308710619283,False,2.9436054482728444,False,4.133804234744752,False,1.894719849938423,True,2.2101419779608302,True,4.269956507353588,True
204,1820249,910.1245,stroke,11,1.5918094880745763,False,1.8199585505068157,False,2.9943594400419986,False,2.1121876702209246,True,3.0667254137014366,True,5.110396508268199,True
205,1847928,923.964,stroke,11,1.7993604007976751,False,6.439803847511775,False,5.509627859291372,False,2.8246914440114685,True,4.21681153566087,True,6.068191915952464,True
206,1852211,926.1055,stroke,11,59.06724756799924,False,50.21565714218767,False,36.900263433457646,False,53.124015271541836,True,22.517493833368796,True,91.24550018901881,True
207,1861699,930.8495,stroke,11,1.5348966355846045,False,2.5769212325513697,False,3.0092562998192802,False,3.374512210865951,True,2.9609171562028966,True,6.42635865232651,True
208,1863741,931.8705,stroke,11,25.04828634119729,False,24.10008602349903,False,16.35325098392098,False,14.815762162334813,True,9.076416935751668,True,24.867123071878257,True
