detection_idx,pulse_index,pulse_time_s,phase,detection_channel,ch130_amplitude,ch130_relevant,ch132_amplitude,ch132_relevant,ch135_amplitude,ch135_relevant,ch136_amplitude,ch136_relevant,ch137_amplitude,ch137_relevant,ch139_amplitude,ch139_relevant
164,1990865,995.4325,stroke,136,4.018099448718214e-05,False,105.65416443743919,False,100.42353388116233,False,117.65671430493936,True,99.61935144574102,True,2.7437706392059966,True
165,2008861,1004.4305,stroke,136,3.93623794518904e-05,False,96.75096870562254,False,101.17048378245589,False,124.19545464812379,True,94.16661503236915,True,13.656043470642068,True
166,2061340,1030.67,stroke,136,3.936237945493681e-05,False,141.79767619774475,False,151.7149539019774,False,18.6340014957331,True,152.3544299204431,True,13.41848497453182,True
167,2117491,1058.7455,stroke,136,3.6272471548230795e-05,False,4390.858756781402,False,4397.770962475693,False,486.5219547391008,True,4406.839533530772,True,379.8630950783818,True
168,2123420,1061.71,stroke,136,3.936237945325963e-05,False,4312.825852274613,False,4318.713869976118,False,500.14197829426575,True,4325.8056449321575,True,182.0502446659935,True
169,2132078,1066.039,stroke,136,3.689355926897648e-05,False,4402.445014046882,False,4393.978777651977,False,503.23424760841306,True,4397.613800214179,True,406.2649114804832,True
170,2140202,1070.101,stroke,136,3.62724715474877e-05,False,4339.241344547137,False,4333.5614684867305,False,507.859371856477,True,4308.718542696966,True,1086.700340437142,True
171,2164202,1082.101,stroke,136,3.62724715474877e-05,False,67.38505815764857,False,68.3289653094636,False,17.292688412103605,True,87.0699288906371,True,8.300401960337538,True
172,2185524,1092.762,stroke,136,3.964757480075377e-05,False,197.02533815726093,False,210.91806403968394,False,171.5201778395523,True,217.5891224425601,True,3.21831995274886,True
173,2189954,1094.977,stroke,136,3.936237945235743e-05,False,5937.386550980675,False,5926.784509154104,False,679.0829672212768,True,5902.332719800965,True,597.0852035960622,True
174,2196050,1098.025,stroke,136,3.93623794518904e-05,False,5808.968158323772,False,5785.0543881785325,False,646.1788954830197,True,5762.415566655354,True,1027.2393164426753,True
175,2201137,1100.5685,stroke,136,3.936237945235743e-05,False,5770.196129208475,False,5762.373280415193,False,678.4754235718055,True,5778.583816751081,True,725.9203712295403,True
176,2205928,1102.964,stroke,136,3.666800532198503e-05,False,5672.029743613142,False,5640.396968357393,False,658.0036091536481,True,5630.84047614289,True,714.1674882658359,True
177,2230307,1115.1535,stroke,136,3.802794325665769e-05,False,6013.635536712915,False,5985.396034917681,False,688.137938856695,True,6020.2744159583835,True,359.13281737360984,True
178,2285399,1142.6995,stroke,136,4.412945204099907e-05,False,5351.531948384595,False,5309.283057700968,False,599.2803170783595,True,5333.003079145167,True,245.5086832978689,True
179,2293216,1146.608,stroke,136,4.018099448718214e-05,False,5145.953243739183,False,5131.413491400741,False,596.1120294595733,True,5141.393079891673,True,407.0035016326528,True
180,2331030,1165.515,stroke,136,3.686274651080123e-05,False,76.7464116792791,False,83.74561451767366,False,101.73134524484954,True,74.93819415842148,True,3.3809102997274763,True
181,2364883,1182.4415,stroke,136,3.907540626192807e-05,False,5128.16696273541,False,5116.61437261053,False,596.6061097458278,True,5083.990065949893,True,667.4538495348394,True
182,2369304,1184.652,stroke,136,3.957848566878719e-05,False,5147.404240152975,False,5141.039454142016,False,624.4996758954119,True,5126.617141575001,True,604.6444373399942,True
183,2373689,1186.8445,stroke,136,4.4129452041275204e-05,False,5085.5391698642925,False,5096.6251097611685,False,621.9629108333304,True,5069.92469313159,True,378.83608846393514,True
184,2381401,1190.7005,stroke,136,4.477467519303732e-05,False,4909.4224554316625,False,4881.5179218834355,False,560.5931466016824,True,4869.89257671249,True,326.50868521995915,True
185,2391134,1195.567,stroke,136,4.0180994487754325e-05,False,5021.87266017392,False,4967.558240969272,False,596.2448717371707,True,5032.763690009204,True,706.9362185427966,True
186,2397769,1198.8845,stroke,136,3.9578485666547756e-05,False,4826.411328882648,False,4847.317843386636,False,552.8680889924915,True,4803.874419113125,True,139.770793612899,True
187,2421863,1210.9315,stroke,136,4.01809944870605e-05,False,4347.509483185497,False,4289.39303396408,False,469.70052514149125,True,4338.784905186991,True,307.06535928962955,True
188,2464714,1232.357,stroke,136,3.621556635245555e-05,False,5834.512321734439,False,5826.051497275192,False,617.8176460080542,True,5816.402487416035,True,336.17411005881,True
189,2469635,1234.8175,stroke,136,3.93623794518904e-05,False,5172.311046635785,False,5144.69842353848,False,526.5820202292341,True,5172.3122484893365,True,334.1219652783472,True
190,2477468,1238.734,stroke,136,3.9578485663739144e-05,False,5339.143486125215,False,5346.076018180247,False,517.2957161663867,True,5316.402205187192,True,534.7626472008529,True
191,2481484,1240.742,stroke,136,3.936237945541572e-05,False,5192.891674546623,False,5172.718402743641,False,515.7269093654259,True,5181.026593233013,True,557.9680296003621,True
192,2485502,1242.751,stroke,136,3.6272471548230795e-05,False,5422.757139544945,False,5378.957805618321,False,503.7390591875324,True,5421.29440903458,True,439.76839904783094,True
193,2502499,1251.2495,stroke,136,4.0180994488321566e-05,False,58.162969747150285,False,51.92731008248725,False,30.83618539702516,True,75.39282167101311,True,35.293692285732746,True
194,2523483,1261.7415,stroke,136,4.4774675196979506e-05,False,5652.463481137809,False,5645.894047290495,False,512.8273658837376,True,5668.54025695981,True,623.1440699973521,True
195,2529277,1264.6385,stroke,136,3.723315109309917e-05,False,5672.398510077228,False,5670.443003451497,False,575.4291440991158,True,5677.3238610151075,True,1128.0486100228954,True
196,2539887,1269.9435,stroke,136,3.6272471548230795e-05,False,54.75782561976598,False,68.360860653188,False,24.02017076445049,True,81.93203877303343,True,18.32249850318097,True
197,2550504,1275.252,stroke,136,4.0180994488321566e-05,False,110.87913284861204,False,108.32300559599885,False,103.07535412831248,True,106.67484660990002,True,34.222042886222575,True
198,2554679,1277.3395,stroke,136,4.01809944870605e-05,False,45.242460644194715,False,51.3721845484541,False,67.80766688745386,True,44.72787410634835,True,38.85212565497751,True
199,2596660,1298.33,stroke,136,3.936237945541572e-05,False,4797.269036677759,False,4772.903377519887,False,634.3312941679005,True,4742.967074386275,True,437.864474011323,True
200,2602407,1301.2035,stroke,136,3.666800532310007e-05,False,4283.85423540621,False,4244.635823434934,False,554.0908403164865,True,4325.602138520276,True,379.51228283388684,True
201,2608744,1304.372,stroke,136,4.0180994487754325e-05,False,4254.268839446429,False,4244.486834975702,False,515.0170683474133,True,4194.223962626207,True,233.0790184438726,True
202,2614535,1307.2675,stroke,136,4.0180994488321566e-05,False,3864.986687591492,False,3838.4614976130456,False,472.97715948941743,True,3852.5127044889123,True,398.44298205824094,True
203,2620077,1310.0385,stroke,136,3.685113026427683e-05,False,3896.365392398806,False,3889.9504745731474,False,482.0209563386799,True,3874.0057104659945,True,472.2178503755765,True
204,2668468,1334.234,stroke,136,4.477467519324594e-05,False,5732.883833620643,False,5694.532309736014,False,703.8903651639586,True,5725.752574313838,True,403.4477164496338,True
205,2675358,1337.679,stroke,136,3.6668005321002884e-05,False,5323.0206491945955,False,5308.057156118979,False,590.2050592172288,True,5318.682248680125,True,522.0094309785458,True
206,2681253,1340.6265,stroke,136,4.477467519324594e-05,False,5054.904898021234,False,5038.615654798639,False,562.2697911611606,True,5088.909613106596,True,460.8962142760357,True
207,2689802,1344.901,stroke,136,3.936237945325963e-05,False,4933.125934568203,False,4899.465752751664,False,568.1267408591725,True,4945.428569615652,True,682.0957901431839,True
208,2702580,1351.29,stroke,136,3.936237945325963e-05,False,5084.63895710363,False,5065.503221065552,False,558.3782597323594,True,5092.657103241397,True,627.6298328946565,True
209,2709841,1354.9205,stroke,136,3.9075406262589394e-05,False,4830.879939218623,False,4815.588806498971,False,541.8969792465275,True,4852.611835794969,True,475.0153752880792,True
210,2728079,1364.0395,stroke,136,3.8930609003381655e-05,False,100.59611432785482,False,83.65952512564226,False,41.66558813648973,True,84.36396771101484,True,7.4498212361033165,True
211,2767329,1383.6645,stroke,136,4.477467519444883e-05,False,4290.155158580299,False,4238.791751852461,False,545.0195632155371,True,4289.0686104302085,True,480.63805570548175,True
212,2772425,1386.2125,stroke,136,4.412945204152178e-05,False,53.20196608587574,False,54.20188597117655,False,27.772957939422934,True,48.160303467365914,True,5.198467127297933,True
213,2776545,1388.2725,stroke,136,3.802794325645309e-05,False,101.98643044500903,False,104.01084431915575,False,76.54555137581143,True,88.79625110826689,True,4.029445047645013,True
214,2805685,1402.8425,stroke,136,3.964757480508407e-05,False,5151.612946482083,False,5143.261792948989,False,658.4716778929858,True,5184.664236394542,True,616.3181272961428,True
215,2813402,1406.701,stroke,136,4.477467519303732e-05,False,59.7303826964942,False,66.94270477681482,False,92.50975093535577,True,66.92732661947609,True,3.179190993777483,True
216,2825480,1412.74,stroke,136,3.936237945541572e-05,False,2885.8757168700995,False,2852.9368858280955,False,510.3100488375309,True,2884.7136982578068,True,375.83475705124556,True
217,2837825,1418.9125,stroke,136,3.62724715474877e-05,False,2426.647147656949,False,2402.8662342047073,False,467.4131837652752,True,2430.5086116604975,True,322.14376873326967,True
218,2859074,1429.537,stroke,136,3.936237945541572e-05,False,4533.762644373913,False,4508.870517190328,False,627.8701343914759,True,4566.853045910283,True,642.3877562967173,True
219,2892751,1446.3755,stroke,136,4.41294520417574e-05,False,73.24846971879688,False,65.31055170968432,False,54.310290489633196,True,62.91024407032507,True,12.69933569666984,True
220,2919472,1459.736,stroke,136,4.01809944870605e-05,False,61.08620548670917,False,73.86625444516748,False,60.9006351343181,True,67.23833688880231,True,50.00003667699393,True
221,2933226,1466.613,stroke,136,4.018099448718214e-05,False,108.09448626653634,False,123.66966977260536,False,15.437797025191774,True,101.88995812165356,True,4.410349215328559,True
222,2939566,1469.783,stroke,136,3.6272471548055704e-05,False,6011.147506685969,False,5956.798637159238,False,617.4378073981466,True,6005.642724776646,True,616.7545191501787,True
223,2947310,1473.655,stroke,136,4.0180994488321566e-05,False,5839.130764944637,False,5824.583833254739,False,578.2671182038304,True,5865.691310310858,True,779.4179156632109,True
224,2954856,1477.428,stroke,136,4.477467519324594e-05,False,5684.7046082608995,False,5623.233490027033,False,558.2642614937367,True,5656.767531088812,True,314.6813310795245,True
225,2962777,1481.3885,stroke,136,3.936237945235743e-05,False,3203.4162137326566,False,3201.1568009292914,False,688.7326223438091,True,3200.545727441877,True,217.40703075145075,True
226,2967449,1483.7245,stroke,136,4.01809944870605e-05,False,440.81637185657644,False,431.95412093369606,False,45.95238989148979,True,449.17829191118597,True,4.380876861002659,True
227,2973171,1486.5855,stroke,136,3.6272471548055704e-05,False,5236.7699652165975,False,5223.0260734725,False,545.0833611635343,True,5236.5983002795565,True,185.1417562459839,True
228,3012269,1506.1345,stroke,136,4.01809944870605e-05,False,5070.690433987496,False,5033.930885502317,False,480.95096316439833,True,5035.920599532556,True,386.1213293349158,True
229,3017170,1508.585,stroke,136,3.936237945235743e-05,False,59.85759500098501,False,51.142446911609504,False,58.8018441822049,True,74.24946799362098,True,22.311585188646596,True
230,3023454,1511.727,stroke,136,4.01809944870605e-05,False,155.8702980670692,False,129.84672459294885,False,62.192067831743884,True,147.06468984017965,True,6.612635990169551,True
231,3031732,1515.866,stroke,136,3.6272471549261025e-05,False,262.9248057918951,False,260.5703486315148,False,48.262371643327256,True,263.97205093118964,True,14.853118312555704,True
232,3035892,1517.946,stroke,136,3.6272471548230795e-05,False,378.2151000609909,False,401.8339044607338,False,27.639085444564305,True,375.26747225221766,True,33.889226962283416,True
233,3042465,1521.2325,stroke,136,3.8027943256281846e-05,False,89.92243160843317,False,85.69946629520132,False,69.41903638075027,True,78.86202650961938,True,1.827560751424483,True
234,3047140,1523.57,stroke,136,4.0180994487754325e-05,False,171.47878745893456,False,165.01965139691714,False,63.89962947325159,True,159.50010212243987,True,3.723953386309982,True
235,3052921,1526.4605,stroke,136,4.0180994488321566e-05,False,349.745767295698,False,362.71462555054484,False,53.82149736315661,True,346.8782449487245,True,3.6242873907170097,True
236,3070929,1535.4645,stroke,136,3.936237945493681e-05,False,88.69239261043568,False,79.78518821998611,False,41.955726833290015,True,80.18200713230655,True,84.3645649467986,True
237,3110934,1555.467,stroke,136,3.936237945493681e-05,False,160.26576387981345,False,151.55180229785287,False,148.06963014787206,True,171.50273534327,True,8.262113826976453,True
238,3116191,1558.0955,stroke,136,3.62724715474877e-05,False,151.94368302261933,False,158.10959612004888,False,121.54502648511803,True,163.73171754533206,True,5.038625480514457,True
239,3130034,1565.017,stroke,136,4.018099448718214e-05,False,65.26404137236743,False,69.05533262572538,False,78.28686072658483,True,69.5287246121498,True,16.164388186698215,True
240,3139458,1569.729,stroke,136,4.412945204198684e-05,False,90.426656027157,False,87.46785610959918,False,169.12365623666173,True,71.27454039617292,True,13.637815998989954,True
241,3144658,1572.329,stroke,136,3.959505401523363e-05,False,191.79681201201208,False,186.21151126870745,False,397106.94546479324,True,191.7374153883954,True,498.29388085313957,True
